slice_id	semantic_entity	scope_root	android_arm64	android_armv7	ios_arm64	ios_armv7	evidence_status	implementation	analysis_report	verification	remaining_gap
MP-A10-LAYERGETTER-ARRAYS	LayerGetter coord mtx color and bezierPatch Array construction and element conversion	motionplayer.dll	LayerGetter_getCoord/Mtx/Color/BezierPatch_guess@0x6994B0..0x699D90	LayerGetter_getCoord/Mtx/Color/BezierPatch_guess@0x574A7C..0x574E80	LayerGetter_getCoord/Mtx/Color/BezierPatch_guess@0x1000F8764..0x1000F8B80	LayerGetter_getCoord/Mtx/Color/BezierPatch_guess@0xF54A4..0xF5A14	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:186	analysis/motionplayer_layergetter_array_container_getters_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	16 fresh getter decompiles + scalar append/grow helper audits; formal build pending; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C10-TJS-ARRAY-ITEMS	TJS Array native Items segmented deque append and block growth implementation	motionplayer.dll	20-byte Variant; 25-element/500-byte libstdc++ block	12-byte Variant; 42-element/504-byte libstdc++ block	20-byte Variant; 204-element libc++ block and absolute start/size	12-byte Variant; 341-element libc++ block and absolute start/size	IMPLEMENTED	cpp/core/tjs2/tjsArray.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_layergetter_array_container_getters_four_binary_2026-08-26.md	fresh four-target scalar/String append and full reserve helpers; exact libstdc++ map-before-block commit and libc++ split-buffer staging; arm64 iOS 20-instruction LSDA cold and armv7 iOS 41-instruction SjLj temp-map/new-block cleanup; IDBs named commented bookmarked saved	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L10-LAYERGETTER-VTX	LayerGetter vtx four-Dictionary Array construction hints and owner flow	motionplayer.dll	LayerGetter_getVtx_guess@0x699894	LayerGetter_getVtx_guess@0x574C44	LayerGetter_getVtx_guess@0x1000F893C	LayerGetter_getVtx_guess@0xF5744	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:223	analysis/motionplayer_layergetter_vtx_dictionary_owner_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh getter decompiles cross-checked with Quad.p owner path; formal build pending; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L10-LAYERGETTER-SHAPE	LayerGetter shape full HitData copy class dispatch publication adaptor ownership and failure leaks	motionplayer.dll	LayerGetter_getShape_guess@0x699F28 -> combined builder/adaptors@0x68F2C0 with per-class local-Variant landing	LayerGetter_getShape_guess@0x574F34 -> builder@0x56E914 -> four 82-instruction adaptors with no local cleanup	LayerGetter_getShape_guess@0x1000F8C60 cold@0x1000F8CD4 -> builder@0x1000F0DC4 -> four adaptor cold cleanups	LayerGetter_getShape_guess@0xF5B38 cleanup@0xF5BE2 -> builder@0xECF54 -> four adaptor SjLj cleanups	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:57; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:263	analysis/motionplayer_layergetter_quad_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_layergetter_shape_motion_particle_lifetime_four_binary_2026-08-26.md	fresh four getters/builders all class-specific adaptor bodies and 10 iOS cleanup functions; exact native copy allocation tail-call CreateNew Void-Variant cleanup and common native/global-ref leak; wrapper publication cleanup; IDBs named commented bookmarked saved	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L10-LAYERGETTER-MOTION-PARTICLE	LayerGetter node-type gated persistent motion and particle Variant CopyRef	motionplayer.dll	LayerGetter_getMotion/Particle_guess@0x699FB0/0x699FD4	LayerGetter_getMotion/Particle_guess@0x574F7E/0x574F9A	LayerGetter_getMotion/Particle_guess@0x1000F8CE8/0x1000F8D0C	LayerGetter_getMotion/Particle_guess@0xF5C0C/0xF5C28	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:264	analysis/motionplayer_layergetter_shape_motion_particle_lifetime_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	8 fresh getter/helper decompiles; full Variant type-dependent owner audit; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L10-LAYERGETTER-ARRAY-EH	LayerGetter Array/Dictionary getter exact per-call-site unwind cleanup	motionplayer.dll	coord mtx color bezier landing destroys Array; vtx ordinary landing releases current Dictionary then Array; terminate helper	five complete bodies and adjacent catalog no local cleanup	five adjacent LSDA cold cleanups@0x1000F87D8/0x1000F8928/0x1000F8B5C/0x1000F8C48/0x1000F8A68	five SjLj cleanups@0xF555A/0xF5716/0xF59DC/0xF5B06/0xF5888	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:189	analysis/motionplayer_layergetter_quad_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_layergetter_array_container_getters_four_binary_2026-08-26.md; analysis/motionplayer_layergetter_vtx_dictionary_owner_four_binary_2026-08-26.md	fresh 20 complete getter bodies plus A64 landing five arm64 iOS LSDA cold and five armv7 iOS SjLj cleanups; exact append SetValue current accessor outer Array destructor-throw and no-result-publication edges; target 3/1 matrix; IDBs saved	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-D10-LAYERGETTER-ONE	Player getLayerGetter raw-label resolve facade construction and object publication	motionplayer.dll	Player_getLayerGetter_guess@0x6D0CD4	Player_getLayerGetter_guess@0x595EF4	Player_getLayerGetter_guess@0x100121D64	Player_getLayerGetter_guess@0x120B2C	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:706	analysis/motionplayer_layergetter_player_producers_and_borrowed_lifetime_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh producer decompiles + registrar UTF-16/callback audit; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-D10-LAYERGETTER-LIST	Player getLayerGetterList live flat-deque iteration root exclusion Void failure elements and fresh Array	motionplayer.dll	Player_getLayerGetterList_guess@0x6D2368	Player_getLayerGetterList_guess@0x596CD4	Player_getLayerGetterList_guess@0x100122DC0	Player_getLayerGetterList_guess@0x121E18	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:714	analysis/motionplayer_layergetter_player_producers_and_borrowed_lifetime_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh producer decompiles + per-ABI deque indexing audit; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-D10-RAW-LABEL-RESOLVE	Player raw-label map lookup unchecked deque index recursive child-particle fallback and complete build update getter motion and dual-facade caller closure	motionplayer.dll	Player_findNodeByRawLabel_guess@0x6B2EB8 80 instructions 5 direct xrefs plus five false-call inline users getLayerMotion@0x6D0D78 recursive visitor@0x6EF6EC hit-test@0x530F3C	Player_findNodeByRawLabel_guess@0x58220C 69 instructions 9 direct xrefs getLayerMotion@0x595F74 recursive visitor@0x5AD280 D3D wrapper@0x4950F0	Player_findNodeByRawLabel_guess@0x100109EEC 69 instructions 9 direct xrefs getLayerMotion@0x100121E38 recursive visitor@0x100141B54 D3D wrapper@0x100233558	Player_findNodeByRawLabel_guess@0x10777C 102 instructions 9 direct xrefs getLayerMotion@0x120C2C recursive visitor@0x142B6A D3D wrapper@0x2322EC	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:682; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:701; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:716; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:769; cpp/plugins/motionplayer/NodeTree.cpp:319; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:39; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:553; cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp:255; cpp/plugins/motionplayer/PlayerUpdateParticles.cpp:214; cpp/plugins/motionplayer/EmotePlayer.cpp:493; cpp/plugins/motionplayer/EmotePlayer.cpp:552	analysis/motionplayer_raw_label_resolver_caller_closure_four_binary_2026-08-27.md; analysis/motionplayer_layergetter_player_producers_and_borrowed_lifetime_four_binary_2026-08-26.md	fresh four full resolver 80/69/69/102 disassemblies all cursors done and 5/9/9/9 complete xrefs; fresh getLayerMotion recursive visitor hit-test shared Emote contains and D3D wrapper bodies; exact five recursive-false inline/direct and recursive-true owner/Variant boundaries cross-linked to implemented caller slices; local already matches; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C10-PLAYER-NODE-DEQUE	Player flat MotionNode deque element stride block capacity and live-end iteration	motionplayer.dll	2632-byte node; libstdc++ one node per block	2272-byte node; libstdc++ one node per block	2648-byte node; libc++ 16 nodes per block	2228-byte node; libc++ 16 nodes per block	IMPLEMENTED	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/MotionNode.h	analysis/motionplayer_layergetter_player_producers_and_borrowed_lifetime_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	getLayerGetterList and recursive traversal addressing formulas fresh-decompiled; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L10-LAYERGETTER-BORROW	LayerGetter adaptor owns facade while facade borrows MotionNode with no Player/index/generation owner	motionplayer.dll	LayerGetter_CreateAdaptor_guess@0x6F2B1C	LayerGetter_CreateAdaptor_guess@0x5AFB24	LayerGetter_CreateAdaptor_guess@0x1001452D0	LayerGetter_CreateAdaptor_guess@0x145B88	IMPLEMENTED	cpp/plugins/motionplayer/SourceCache.h:234; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:101	analysis/motionplayer_layergetter_player_producers_and_borrowed_lifetime_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh CreateAdaptor decompiles + constructor/getter owner closure; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L10-LAYERGETTER-PRODUCER-EH	LayerGetter producer allocation CreateNew Array append exception cleanup frontiers	motionplayer.dll	single wrapper landing plus list current-element/outer-Array landing and CreateAdaptor Void-Variant landing	complete single/list/wrapper/adaptor bodies no local cleanup	wrapper cold@0x100121E24 list cold@0x100122E8C adaptor cold@0x1001453E0	wrapper SjLj@0x120C02 list SjLj@0x121F0E adaptor SjLj@0x145CB0	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:101; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:716	analysis/motionplayer_layergetter_quad_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_layergetter_player_producers_and_borrowed_lifetime_four_binary_2026-08-26.md	fresh four single/list/adaptor and three wrapper bodies plus A64 landings iOS LSDA/SjLj cleanups; exact raw facade allocation CreateNew/global-ref leak current element outer Array publication and 3/1 target matrix; IDBs saved	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-REG	Player constructor plus exact 92-member NCB registration surface	motionplayer.dll	Player_ncb_members@0x6D3DA8	Player_ncb_members@0x597EC8	Player_ncb_members@0x1001244F8	Player_ncb_members@0x123848	IMPLEMENTED	cpp/plugins/motionplayer/main.cpp:276	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md; analysis/motionplayer_player_ncb_surface.tsv; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh registrar decompiles; A64 2578-instruction paged disasm; 368 UTF-16LE name/xref audits; 92-row callback table; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L11-PLAYER-CTOR	Player one-Variant NCB constructor sentinel CopyRef allocation attachment and failure cleanup	motionplayer.dll	Player_ncb_ctor_dispatch@0x6F3FB0 -> Player_ncb_ctor_materialize_and_attach@0x6F4088	Player_ncb_ctor_dispatch@0x5B0798 -> Player_ncb_ctor_materialize_and_attach@0x5B0828	Player_ncb_ctor_dispatch@0x100146384 -> Player_ncb_ctor_materialize_and_attach@0x100146428	Player_ncb_ctor_dispatch@0x1468E4 -> Player_ncb_ctor_materialize_and_attach@0x146950	IMPLEMENTED	cpp/plugins/motionplayer/main.cpp:281; cpp/plugins/motionplayer/PlayerCore.cpp:115	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four descriptor-vtable slot audits + factory/dispatch/materializer/attach/native-ctor fresh decompiles; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C11-PLAYER-REG-TAIL	Player registrar one-time 4x4 Bezier grid population and ARM+NEON evaluator promotion	motionplayer.dll	inline tail@0x6D64A8..0x6D6648	inline tail@0x598856..0x5988D2	inline tail@0x100125320..0x1001253C0	inline tail@0x124550..0x1245EE	IMPLEMENTED	cpp/plugins/motionplayer/main.cpp:394	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh registrar tails + A64 full paged disasm; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-DIRECT-14-20	Player completionType preview priorDraw outsideFactor meshDivisionRatio speed and syncActive direct getter/setter bodies	motionplayer.dll	Player_get/set*_guess@0x6D6A04..0x6D6A74	Player_get/set*_guess@0x598E5E..0x598EC4	Player_get/set*_guess@0x100125550..0x1001255B8	Player_get/set*_guess@0x124756..0x1247BC	IMPLEMENTED	cpp/plugins/motionplayer/Player.h:128; cpp/plugins/motionplayer/Player.h:159; cpp/plugins/motionplayer/Player.h:191; cpp/plugins/motionplayer/Player.h:216; cpp/plugins/motionplayer/Player.h:245; cpp/plugins/motionplayer/Player.h:301; cpp/plugins/motionplayer/PlayerCore.cpp:330	analysis/motionplayer_player_direct_scalar_properties_14_20_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	56 fresh leaf decompiles + exact signatures/field offsets + four constructor-default audits; formal build pending; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-DIRECT-STATE	Player cameraActive stereovisionActive maskMode cameraFOV cameraAlive playing syncWaiting frameLastTime and frameLoopTime direct bodies	motionplayer.dll	Player_get/set*_guess@0x6D6AE8..0x6D6B8C	Player_get/set*_guess@0x598F72..0x599000	Player_get/set*_guess@0x100125628..0x1001256E0	Player_get/set*_guess@0x124856..0x124902	IMPLEMENTED	cpp/plugins/motionplayer/Player.h:164; cpp/plugins/motionplayer/Player.h:185; cpp/plugins/motionplayer/Player.h:189; cpp/plugins/motionplayer/Player.h:203; cpp/plugins/motionplayer/Player.h:206; cpp/plugins/motionplayer/Player.h:282; cpp/plugins/motionplayer/Player.h:298; cpp/plugins/motionplayer/PlayerCore.cpp:85; cpp/plugins/motionplayer/PlayerCore.cpp:211	analysis/motionplayer_player_direct_state_time_properties_four_binary_2026-08-26.md	48 fresh leaf decompiles + exact signatures/field offsets; existing playing/allplaying unit boundary; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-STATIC-DEFAULTS	Player class-static defaultSyncActive/defaultTransformOrder plus per-instance useD3D/pixelateDivision	motionplayer.dll	Player_get/setDefault*@0x6D67D8/0x6D67E4/0x6ADD5C/0x6ADE94; useD3D/pixelate@0x6931C0..0x6D6D14	Player_get/setDefault*@0x598D24/0x598D30/0x57F4B8/0x57F54C; useD3D/pixelate@0x570F4C..0x5990AA	Player_get/setDefault*@0x100125430/0x10012543C/0x100106564/0x1001066A8; useD3D/pixelate@0x1000F4090..0x100125888	Player_get/setDefault*@0x124626/0x124634/0x103918/0x103A84; useD3D/pixelate@0xF0BDC..0x124AD8	IMPLEMENTED	cpp/plugins/motionplayer/Player.h:255; cpp/plugins/motionplayer/Player.h:336; cpp/plugins/motionplayer/Player.h:495; cpp/plugins/motionplayer/PlayerCore.cpp:837; tests/unit-tests/plugins/motionplayer-dll.cpp:65	analysis/motionplayer_player_class_defaults_and_render_flags_four_binary_2026-08-26.md	32 fresh callback decompiles + static descriptor trait audit + four global initial-value reads + 8 UTF-16 error-string xrefs; compile-time structure assertions added; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-TIME	Player lastTime loopTime tickCount and frameTickCount conversions shared cursor transition and flag publication	motionplayer.dll	Player_get/set*@0x6D6800/0x6D6828/0x6D6A80/0x6D6AA0/0x6D6AE0/0x6BE2D4	Player_get/set*@0x598D50/0x598D88/0x598ED0/0x598F00/0x598F68/0x58A490	Player_get/set*@0x100125454/0x10012547C/0x1001255C0/0x1001255E0/0x100125620/0x1001138E8	Player_get/set*@0x124650/0x124684/0x1247C4/0x1247F0/0x12484C/0x1112EC	IMPLEMENTED	cpp/plugins/motionplayer/Player.h:220; cpp/plugins/motionplayer/Player.h:233; cpp/plugins/motionplayer/Player.h:247; cpp/plugins/motionplayer/Player.h:534; tests/unit-tests/plugins/motionplayer-dll.cpp:17084	analysis/motionplayer_player_time_properties_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	24 fresh callback decompiles + A64 setter disasm + five recovered A32 Thumb functions; extensive existing unit boundaries; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-B11-PLAYER-CURSOR-FP	Player cursor lower-clamp machine-level FMAX versus ordered-compare floating boundary	motionplayer.dll	AArch64 FMAX@0x6D6AC4/0x6BE2DC	ARMv7 VCMPE+MI@0x598F18..0x598F26/0x58A49C..0x58A4A6	AArch64 FMAX@0x1001255FC/0x1001138EC	ARMv7 VCMPE+MI@0x12480C..0x124816/0x1112F8..0x111302	PLATFORM_BOUNDARY	cpp/plugins/motionplayer/Player.h:534; tests/unit-tests/plugins/motionplayer-dll.cpp:17169	analysis/motionplayer_player_time_properties_four_binary_2026-08-26.md	four exact setter disassemblies + ordered/unordered ARM flag audit	If bit-exact AArch64 FPCR NaN payload/signed-zero emulation is required add an explicit platform boundary layer; do not alter common source shape
MP-A11-PLAYER-ROOT-COORD-ANGLE	Player angleDeg angleRad setCoord x y left top root-transform callbacks and exact conversion literals	motionplayer.dll	Player_get/set*@0x6BE364/0x6BEB60/0x6CA3D8..0x6CA548/0x6D6C88/0x6D6C94	Player_get/set*@0x58A540/0x58AB30/0x592620..0x592720/0x59900A/0x59901C	Player_get/set*@0x1001139C8/0x10011408C/0x10011D060..0x10011D250/0x1001256E8/0x100125710	Player_get/set*@0x1113DC/0x111ABC/0x11BA0C..0x11BBE8/0x12490C/0x12493C	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:53; cpp/plugins/motionplayer/PlayerCore.cpp:271; cpp/plugins/motionplayer/PlayerCore.cpp:286; cpp/plugins/motionplayer/PlayerCore.cpp:316; tests/unit-tests/plugins/motionplayer-dll.cpp:17335	analysis/motionplayer_player_root_coord_angle_four_binary_2026-08-26.md	36 fresh callback decompiles + 8 exact constant disassemblies/raw u64 reads + recovered A32 Y setter; bit-exact conversion test added; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-ROOT-FLAGS	Player setFlip flipX flipY setOpacity opacity setVisible visible setSlant slantX slantY setZoom zoomX zoomY root-delta bodies	motionplayer.dll	Player_get/set*@0x6BE2FC..0x6D6CF4	Player_get/set*@0x58A4D8..0x59909C	Player_get/set*@0x100113910..0x100125874	Player_get/set*@0x111326..0x124ACA	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:289	analysis/motionplayer_player_root_flip_opacity_visible_slant_zoom_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	76 fresh callback decompiles across two subgroups + three recovered A32 Thumb functions + exact field/alias audit; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-D11-PLAYER-COLOR-INDEPENDENT-Z	Player colorWeight byte-swap independentLayerInherit dirty-without-store recursive zFactor propagation and exact shared-child-visitor capture allocation normal destruction and target EH frontiers	motionplayer.dll	Player_get/set*@0x6CAAF0/0x6CAB04/0x6D6B48/0x6C9DB4/0x6D6B5C/0x6B1D6C capture manager@0x6F0F84 cleanup@0x6B1E20	Player_get/set*@0x5928F4/0x59290C/0x598FC2/0x5921E8/0x598FD0/0x5817B4 capture manager@0x5AE598 no local landing	Player_get/set*@0x10011D4E4/0x10011D4F8/0x100125680/0x10011CB18/0x1001256B0/0x100109198 SBO vtable@0x1019ADBB8 LSDA cold cleanup@0x100109268	Player_get/set*@0x11BE94/0x11BEAC/0x1248A6/0x11B498/0x1248D2/0x1069C4 SBO vtable@0x1777774 cleanup@0x106ACC	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:38; cpp/plugins/motionplayer/PlayerCore.cpp:78; cpp/plugins/motionplayer/PlayerCore.cpp:96; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:629; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:651; tests/unit-tests/plugins/motionplayer-dll.cpp:13940; tests/unit-tests/plugins/motionplayer-dll.cpp:28988; tests/unit-tests/plugins/motionplayer-dll.cpp:30173	analysis/motionplayer_player_child_visitor_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_player_color_independent_zfactor_four_binary_2026-08-26.md	fresh four complete setZ 56/48/51/89 bodies plus Android managers libc++ vtables 14-instruction arm64 iOS LSDA cold cleanup and 21-instruction armv7 iOS SjLj cleanup; exact allocation-after-local-commit normal destroy partial child commit and 3-cleanup/1-no-local-landing matrix; local common RAII source matches; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L11-PLAYER-VARIANT-OWNERS	Player resourceManager tags motionKey/project outline and meshline persistent Variant CopyRef/assignment owners	motionplayer.dll	Player_get/set*@0x692FC0/0x6B1D58/0x6D67F4/0x6D69F8/0x6D6B10..0x6D6B30	Player_get/set*@0x570E6C/0x5817A4/0x598D3C/0x598E50/0x598F8A..0x598FAE	Player_get/set*@0x1000F3D84/0x100109168/0x100125448/0x100125544/0x100125648..0x100125668	Player_get/set*@0xF06F8/0x106994/0x124642/0x124748/0x12486E..0x124892	IMPLEMENTED	cpp/plugins/motionplayer/Player.h:137; cpp/plugins/motionplayer/Player.h:280; cpp/plugins/motionplayer/Player.h:307; cpp/plugins/motionplayer/Player.h:324; cpp/plugins/motionplayer/Player.h:329; tests/unit-tests/plugins/motionplayer-dll.cpp:16338; tests/unit-tests/plugins/motionplayer-dll.cpp:16453; tests/unit-tests/plugins/motionplayer-dll.cpp:16542	analysis/motionplayer_player_persistent_variant_owners_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	32 fresh callback decompiles + per-ABI Variant field-coordinate and alias audit; existing lifetime tests; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-TRANSFORM-ORDER	Player instance transformOrder fresh Array missing-fetch-zero partial writes conditional dirty and coordinate direct field	motionplayer.dll	Player_get/setTransformOrder@0x6C9568/0x6C96A4; coordinate@0x6D6B50/0x6B1D60	Player_get/setTransformOrder@0x591F98/0x59202C; coordinate@0x598FC8/0x5817AC	Player_get/setTransformOrder@0x10011C83C/0x10011C8E8; coordinate@0x100125688/0x100109170	Player_get/setTransformOrder@0x11B0A0/0x11B194; coordinate@0x1248AC/0x10699C	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:820; cpp/plugins/motionplayer/PlayerCore.cpp:849; cpp/plugins/motionplayer/Player.h:490; tests/unit-tests/plugins/motionplayer-dll.cpp:17352	analysis/motionplayer_player_transform_order_coordinate_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	16 fresh callback decompiles + static/instance setter differential + new missing-zero/partial-write test; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-CAMERA-VECTORS	Player cameraTarget and cameraPosition fresh three-Real Arrays X/Y/Z order and ungated retained fields	motionplayer.dll	Player_getCameraTarget@0x6C9AF4; Player_getCameraPosition@0x6C9C54	Player_getCameraTarget@0x592100; Player_getCameraPosition@0x592174	Player_getCameraTarget@0x10011CA20; Player_getCameraPosition@0x10011CA9C	Player_getCameraTarget@0x11B2E8; Player_getCameraPosition@0x11B3C0	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:736; tests/unit-tests/plugins/motionplayer-dll.cpp:30689	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_player_camera_vectors_four_binary_2026-08-26.md	fresh eight complete getter disassemblies plus full append/reserve helpers; arm64 Android landing arm64 iOS LSDA cold and armv7 iOS SjLj destroy local Array; Android armv7 has no local cleanup; no partial result publication	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-BOUNDS	Player bounds fresh Dictionary ordered seven-key vs unordered one-key publication and sign-special classifier	motionplayer.dll	Player_getBounds@0x6C9E64; classifier@0xA0C7A0	Player_getBounds@0x59226C; classifier@0x75F618	Player_getBounds@0x10011CBD4; classifier@0x1002583C4	Player_getBounds@0x11B53C; classifier@0x259750	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:318; tests/unit-tests/plugins/motionplayer-dll.cpp:13374	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_player_bounds_getter_four_binary_2026-08-26.md	fresh four complete getter streams classifiers and adjacent iOS cold functions; exact SetValue prefix-commit and no-result-publication boundary; arm64 Android landing arm64 iOS LSDA cold and armv7 iOS SjLj ordinary cases Release Dictionary while destructor-throw paths terminate; Android armv7 no local cleanup	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
